YEAR,cluster_name,weighted_count,count,percent,rel_percent
1990,Grandfamily,906612,9420,0.9885818238868608,0.5980167479854765
1990,Nuclear family,30240333,313274,32.974462672108935,0.5681434930990057
1990,Roommates,1409649,13600,1.5371000819096696,0.27435071287590757
1990,Single person,56617931,557322,61.736947550529266,2.3202105022658324
2000,Adult child + parents,2371684,23109,2.2485532040601353,0.4186257778955346
2000,Extended,1073914,10269,1.01815957167356,0.37354941141371434
2000,Grandfamily,1175004,12254,1.1140012788311913,0.6738859707120551
2000,Nuclear family,31302619,315582,29.67747990369866,0.5113371297820916
2000,Roommates,1800648,17469,1.7071636987830054,0.30470467295473913
2000,Single person,67752132,676072,64.23464234295344,2.414079375262738
2006,Adult child + parents,2644961,26956,2.369704915961275,0.441181272489308
2006,Extended,1234422,10436,1.1059580393702397,0.40576151926357895
2006,Grandfamily,1178245,12410,1.05562727341038,0.6385741411344205
2006,Nuclear family,30552396,316239,27.372865987663182,0.4716290862114991
2006,Roommates,1802736,14918,1.615128677277421,0.2882777180304791
2006,Single person,74202867,782369,66.4807151063175,2.498491738056432
2011,Adult child + parents,2792371,28455,2.428347207757392,0.4520990372886461
2011,Extended,1210163,11095,1.0524016837237276,0.3861123938358877
2011,Grandfamily,1433549,16058,1.2466662600827045,0.7541381852911732
2011,Nuclear family,29990298,299984,26.08065203660692,0.4493644945095893
2011,Roommates,1843674,15559,1.6033258510115251,0.28617107979780393
2011,Single person,77720544,833666,67.58860696081773,2.54012875475672
2016,Adult child + parents,3253991,31901,2.737744441332759,0.5097012578411069
2016,Extended,1155642,10649,0.9722990818569174,0.35672379836173185
2016,Grandfamily,1547337,16522,1.3018515633935397,0.7875210928311712
2016,Nuclear family,29959773,298764,25.20664685131006,0.4343055574194268
2016,Roommates,2112645,19214,1.77747329518104,0.31725394552380515
2016,Single person,80827250,855063,68.00398476692568,2.5557395678334602
2021,Adult child + parents,4109641,37694,3.222216127441673,0.5998980724414883
2021,Extended,1316600,11315,1.0322969216507492,0.37873621995517726
2021,Grandfamily,1485578,15353,1.1647862648276446,0.70460702124956
2021,Nuclear family,31266810,298109,24.515138776271353,0.42239100957173825
2021,Roommates,2132657,18351,1.6721367583449203,0.2984528574795154
2021,Single person,87229538,900143,68.39342515146366,2.570375595464595
2023,Adult child + parents,4244808,39684,3.232270548210571,0.6017699604217542
2023,Extended,1435217,12188,1.0928667773409613,0.40095850668897676
2023,Grandfamily,1526205,15954,1.1621509081286394,0.7030128310623235
2023,Nuclear family,31380719,308511,23.895303110381406,0.4117113632081925
2023,Roommates,2279101,19183,1.7354544749013996,0.3097541779851801
2023,Single person,90459838,947451,68.88195418103702,2.588735592679393
